model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
GPT-89B,W16A16,GPU,1280,16.0,93.07875894988067,BA,8,True,True,False,0,2048,8,32,329125045248,2489097983922761.0,5724825255936.0,10505.926783056222,178.40633383384616,8571.866820923076,1221.6955484159998,122.10176575038608,66.90237518769231,344.9539389452219,13.36700442909468,0.5574081120000001,6.904110597132108,4.672105472,1.2333802479625777,2.4670806847576867,0.5915397312709532,3.845490181103468,4.666862592000001,0.005242880000000001,0.0,0.40574773871198094,0.8276325092505968,8753497308.934961,5794040478.184241,589876848.2303996,894421570.6828796,563728298.8031999,903578375.9462398,5043436482.72384,2930709186.4780803,689891948.3768834,12635728.77312,60712047.08352,8260178.411520001,7851737.087999998
