model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
Mixtral-8x22B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,False,False,False,0,2048,8,32,291429732864,8448475549138944.0,28538574618624.0,30689.086871712476,104.07036140307693,29597.151372660963,715.0312565759999,71.22603002105853,0,201.60785105137944,53.09318498558022,4.497341367401376,42.59563521437597,5.097856511999999,0.8675056303961812,0.4334249995788291,0.21845141653797553,0.0,2.5489282560000004,0.0,0.034846261406710655,0.0,0.8675056303961812,40677061015.306244,28741073866.58817,2538197562.1632,4687236977.131522,140716526.46912003,4566171938.97984,26067128486.46145,11567385731.399681,2637258597.33504,359599638.77376,30356023.54176,4101903.48288,3664143.9743999992
