model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA3-8B,W16A16,GPU,1280,16.0,93.07875894988067,BA,8,True,True,False,0,2048,8,32,22588460032.0,171130517642093.72,481907310592.0,1031.8101690318056,59.4687779446154,566.7585374067045,273.2978196479999,40.70058858346202,14.634894572307694,76.94955087671597,4.415353390889445,0.149468992,0.6720978637094324,2.849185109333334,0.7446014258466823,-0.007701926419205397,0.05470653648350414,0.6250932536451336,2.8470005760000006,0.002184533333333333,0.0,0.2675630904576611,0.47703833538902135,865231336.1514496,601042518.5796102,70605235.81439999,72359461.51936,45259130.14272001,74351021.91616002,413661050.9619201,257853059.23584005,173287599.5447296,2807939.72736,14093868.07296,1913850.4294399994,1613968.1792000004
