model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
GPT-175B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,False,False,False,0,2048,8,32,658218525696,4978195967845522.0,11449650511872.0,21011.853566112444,356.8126676676923,17143.733641846153,2443.3910968319997,244.20353150077216,133.80475037538463,689.9078778904438,46.11847349404842,15.419456116804719,18.77905880106697,9.333725184000002,2.4667604959251554,5.7781719387898365,1.4644163189667276,11.5364705433104,9.333725184000002,0.0,0.11947289625157939,0.8114954774239619,1.6552650185011937,26373659396.01406,19250326536.191986,1936079821.2095985,2215044490.1990395,1127701687.1731198,1831944081.89952,10086872965.44768,5861418372.956161,9042029476.577282,1232831350.70208,121424094.16704,16520356.823040001,12562779.340799997
